artist,song,lyrics,sadness,fear,neutral,surprise,joy,anger,disgust,key,mode,tempo,energy,valence
Caetano Veloso,Sonhos,"Tudo era apenas uma brincadeira
E foi crescendo, crescendo, me absorvendo
E de repente eu me vi assim completamente seu
Vi a minha força amarrada no seu passo
Vi que sem você não há caminho,
eu não me acho
Vi um grande amor gritar dentro de mim como
eu sonhei um dia
Quando o meu mundo era mais mundo
E todo mundo admitia
Uma mudança muito estranha
Mais pureza, mais carinho mais calma,
mais alegria
No meu jeito de me dar
Quando a canção se fez mais clara e mais sentida
Quando a poesia realmente fez folia em minha vida
Você veio me falar dessa paixão inesperada
Por outra pessoa
Mas não tem revolta não
Eu só quero que você se encontre
saudade até que é bom
É melhor que caminhar vazio
A esperança é um dom
Que eu tenho em mim
Eu tenho sim
Não tem desespero não
Você me ensinou milhões de coisas
Tenho um sonho em minhas mãos
Amanhã será um novo dia
Certamente eu serei mais feliz

(Thanks to Rafael for these lyrics)",0.0582607463002204,0.3324735462665558,0.2794240713119507,0.0714174509048461,0.0541282966732978,0.122047372162342,0.0822485089302063,0,0,121.17,0.09,0.47
Caetano Veloso,Queixa,"Um amor assim delicado
Você pega e despreza
Não devia ter despertado
Ajoelha e não reza

Dessa coisa que mete medo
Pela sua grandeza
Não sou o único culpado
Disso eu tenho a certeza

Princesa, surpresa, você me arrasou
Serpente, nem sente que me envenenou
Senhora, e agora, me diga onde eu vou
Senhora, serpente, princesa

Um amor assim violento
Quando torna-se mágoa
É o avesso de um sentimento
Oceano sem água

Ondas, desejos de vingança
Dessa desnatureza
Bateu forte sem esperança
Contra a tua dureza

Princesa, surpresa, você me arrasou
Serpente, nem sente que me envenenou
Senhora, e agora, me diga onde eu vou
Senhora, serpente, princesa

Um amor assim delicado
Nenhum homem daria
Talvez tenha sido pecado
Apostar na alegria

Você pensa que eu tenho tudo
E vazio me deixa
Mas Deus não quer que eu fique mudo
E eu te grito esta queixa

Princesa, surpresa, você me arrasou
Serpente, nem sente que me envenenou
Senhora, e agora, me diga onde eu vou
Senhora, serpente, princesa

(Thanks to Rafael for these lyrics)",0.0360515862703323,0.6089812517166138,0.0602378062903881,0.0121714444831013,0.0366567932069301,0.1987085342407226,0.0471925549209117,11,0,104.4,0.47,0.59
D'Angelo,Untitled,"Girl, it's all on you
Have it your way
And if you want, you can decide
And if you'll have me
I can provide everything that you desire
If you get a feeling
Feeling that I'm feeling
Won't you come closer (Mm) to me, baby? (Hey)
Girl, you already got me right where you want me, baby
I, I just wanna be your man

How does it feel? Yeah (Oh)
How does it feel? Yeah, yeah (Said I wanna know, how does it feel?)
How does it feel? Yeah (How?)

How does it feel? Yeah (Yeah, oh)

I wanna stop (Wanna stop)
(Playing all) Silly little games you and me play
And I am feeling right on
If you feel the same way, baby
Let me know (Let me know) right away
I'd love to make you wet
In between your thighs 'cause
I love when it comes inside you, mm
I get so excited when I'm around you (Oh)
Baby (Woah)
Oh, ah, oh, baby

How does it feel? Yeah (Wanna know how it feels, yeah)
How does it feel? Yeah (Said did it ever cross your mind?)

How does it feel? Yeah (How, baby? Oh)
How does it feel? Yeah (Oh)
How does it feel? Yeah (Tell me how it feels, yeah)
How does it feel? Yeah (Said it's been on my mind)
How does it feel? Yeah (Oh, oh)
How does it feel? Yeah
Ooh, long time, uh

Said it's been on my mind, yeah
Baby, close the door
Listen, girl, I've got something I wanna show you
All I wanna do
Wish you'd open up (Wish you'd open up)
'Cause I wanna take the walls down with you
Oh, yeah
If you want me to, baby (Yeah)

Only if you want me to, baby (Yeah)
Baby, baby, baby
Ah-ah (Ah)
Ah-ah (Ah)
Ah, only if you want me to, baby

I wanna
I wanna lay you down
Kiss you all around
All around, all around
Make you feel
Oh-oh

Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
How does it feel? (Woo, feel)

How does it feel? (Said I gotta know right now, yeah)
How does it feel? (Let me take off your clothes and I'll)
How does it feel? (I'll-I'll-I'll, I'll-I'll, yeah, yeah, baby)
How does it feel? (Wanna take you away from here, baby)
How does it feel? (Take you on a little trip back home, yeah)
How does it feel? (Do you know what I'm talkin' about, baby?)
How does it feel? (Yeah, yeah, yeah, yeah, yeah)
How does it feel? (Yeah, yeah)
How does it feel? (Yeah, yeah, yeah)
(Yeah, yeah, yeah)
How does it feel? (Yeah, yeah, yeah)
(Yeah, yeah, yeah)

How does it feel?",0.0604686550796031,0.581596851348877,0.1288709789514541,0.0095329349860548,0.0242191720753908,0.1177693605422973,0.0775420814752578,4,0,112.62,0.3,0.22
D'Angelo,Lady,"You're my lady
You're my lady
You're my lady
You're my lady

Don't think I don't see them looking at ya
All of them wishing they could have ya
And as a matter of fact, uh
A bunch of them are itchin'for you to scratch'em
I'm tired of hiding what we feel
I'm trying to get with the real
And I'm-a gonna make it known
'Cause I want them to know

You're my lady
You're my lady

You're my lady
You're my lady

You're my little baby, my darling baby
I swear you're the talk of the town
And everybody wants to know what's going down
Babe, I know they've seen us before
Maybe at the liquor store, or maybe at the health food stand
They don't know that I'm your man

You're my lady
You're my lady
You're my lady
You're my lady

I can tell they're looking at us
I pick you up everyday from your job

And every guy in the parking lot wants to rob me of my girl
And my heart and soul, and everybody wants to treat me so cold
But I know I love you and you love me
There's no other lover for you or me
You're my lady

You're my lady
My divine lady
You're my lady
Such a wonderful lady
I can tell they're looking at us.",0.249738335609436,0.0873430520296096,0.3083308041095733,0.1007958129048347,0.0530595853924751,0.0808613002300262,0.1198711171746254,8,0,84.9,0.36,0.72
D'Angelo,Really Love,"[Gina Figueroa]
¿Me amas? ¿Sí? ¿Me amas?
Yo te quiero mucho
Todo el tiempo que pasamos
Lo que te quería decir es que tú está' jodiéndome la vida
Yo no quería pelear contigo, yo solamente te quería amar
Pero tú era' muy celoso, querías ser mi dueño
Pero yo soy libre
¿Quieres ser mi rey y yo tu reina?
No sé si confío en ti
Pero yo te quiero mucho

[D'Angelo]
When you call my name

When you love me gently
When you're walking near me
Doo doo, wah, I'm in really love with you
I'm in really love with you

[D'Angelo]
When you look at me, oh, my Lord
I open up instantly
I fall in love so quickly
Doo doo, wah, I'm in really love with you
Doo doo, wah, I'm in really love with you
I'm in really love with you

[D'Angelo]
All night beside you I'd lay
I love you deep when you come to my bed
Doo doo, wah, I'm in really love with you
Wah, I'm in really love with you, huh

I'm in really love with you

[D'Angelo]
When you touch me there (Touch me there)
When you make me tingle
When our nectars mingle
Doo doo, wah, I'm in really love with you
I'm in really love
I'm not an easy man, no, to overstand, you feel me?
But girl, you're patient with me
Doo doo, wah, I'm in really love with you, yeah, yeah
I'm in really love with you

[D'Angelo]
All night I wish for you here
Lay your head beside of my hip

Doo doo, wah, I'm in really love with you
I'm in really love with you
Love me, baby

[D'Angelo]
Doo doo, wah, I'm in really love with you
I'm in really love with you
Doo doo, wah, I'm in really love with you
I'm in really love with you, ooh
Yeah, yeah, I'm in really love with you
Oh, how I love the little things you do
I'm in really love with you
I'm in really love with you, yeah
I'm in really love with you
I'm in really love with you",0.0180696137249469,0.2487357556819915,0.3646290004253387,0.1729865819215774,0.0188125632703304,0.1018663495779037,0.0749000161886215,4,0,78.52,0.4,0.32
Erykah Badu,Next Lifetime,"{1} - Now what am I supposed to do
When I want you in my world
How can I want you for myself
When I'm already someone's girl? {2 times}

First time that I saw you boy
It was a warm and sunny day
All I know is I wanted you
I really hoped you looked my way
When you smiled at me
So warm and sweet
I could not stay
You make me feel like a lilting girl
What do you do to me

{Repeat 1 (2 times)}

I guess I'll see you next lifetime
No hard feelings
I guess I'll see you next lifetime
I'm gonna be there

You're imaging
Feels so damn good to me
It picks me up don't wanna come down
You got me spinning all around
Yeah
You need to know
I've got that somebody
You're beautiful
But it ain't that type of party

{Repeat 1 (2 times)}

Well I guess I'll see you next lifetime
Baby we'll be butterflies
I guess I'll see you next lifetime
That sounds so divine
I guess I'll see you next lifetime
I guess I will now
I guess I'll see you next lifetime
Wait
Wait a little while

See it ain't nothing wrong with dreaming
Boy don't get me wrong
Cause every time (every time) I see you (every single time)
I know just how strong (every single time)
That my love is for my baby
But emotions just don't lie
Well I know I'm a lot of woman
But not enough to divide the pie

{Repeat 1 (1 time)}

I guess I'll see you next lifetime
You know I want to stay around
I guess I'll see you next lifetime
I'm so confused now

{Repeat 1 (1 time)}

I guess I'll see you next lifetime
Already
I'm going to be there
I guess I'll see you next lifetime
I'm going to look for you

{Repeat 1 (1 time)}

I guess I'll see you next lifetime
Oh
Oh baby
I'm gonna be there
I'm gonna be there",0.0069650295190513,0.0081556569784879,0.0335214287042617,0.0182326752692461,0.920307159423828,0.008740740828216,0.0040773856453597,8,0,129.91,0.42,0.33
Erykah Badu,Appletree,"I'd like to dedicate this to all the children
I have some food in my bag for you
Not the edible food, the food you eat, no
Perhaps some food for thought
Since knowledge is infinite
It has infinitely fell on me, so um...

It was a stormy night, you know the kind where the lightnin' strike
And I was hangin' out with some my yatzhee friends
ooh wee ooh wee ooh wee
The night was long, the night went on, people coolin' out until the break of dawn
Incense was burnin' so I'm feelin' right, aight

See I picks my friends like I pick my fruit
My Ganny told me that when I was only a youth
I don't walk around trying to be what I'm not
I don't waste my time trying to get what you got
I work at pleasin' me
Cause I can't please you and that's why I do what I do
My soul flies free like a willow tree
doo wee doo wee doo wee

And if you don't want to be down with me, then you don't want to pick from my
apple tree x3
And if you don't want to be down, you just don't want to be down

I have a hoe
And I take it everywhere I go
Cause I'm plantin' seeds so I reaps what I sow, ya know, ya know
On and on, and on and on my (?) keep's movin' like a rollin' stone
I can't control the soul flowin' in me
ooh wee ooh wee

See I picks my friends like I pick my fruit
My Ganny told me that when I was only a youth
I don't walk around trying to be what I'm not
I don't waste my time trying to get what ya got
I work at pleasin' me
Cause I can't please you and that's why I do what I do
My soul flies free like a willow tree
doo wee doo wee doo wee

And if you don't want to be down with me, you don't want to pick from my apple tree x3
And if you don't want to be down with me, you just don't want to be down
Oh my my my my, oh my my my my, oh my my my my my my my

I picks my friends like I pick my fruit
My Ganny told me that when I was only a youth
I don't walk around trying to be what I'm not
I don't waste my time trying to get what you got
I work at pleasin' me
Cause I can't please you, and thats why I do what I do
My soul flies free like a willow tree
doo wee doo wee doo wee

And if you don't want to be down with me, you don't want to pick from my apple tree
And if you don't want to be down with me, dum dum diddy
And if you don't want to be down with me, you don't want to pick from my apple tree
And if you don't want to be down with me, you just don't want to be down
You just don't want to be down,
You just don't want to be down

Fade",0.1354140490293502,0.4668835997581482,0.1915315836668014,0.1124539449810981,0.0218854714184999,0.0630197450518608,0.0088116396218538,7,1,94.87,0.45,0.59
Erykah Badu,Window Seat,"So, presently
I'm standing here right now
You're so demanding
Tell me what you want from me

Concluding, concentrating
On my music, lover and my babies
Makes me wanna ask the lady
For a ticket outta town

So can I get a window seat?
Don't want nobody next to me
I just want a ticket outta town
A look around and a safe touch down

Window seat
Don't want nobody next to me
I just want a chance to fly
A chance to cry and a long bye-bye

But I need you to want me
Need you to miss me
I need your attention
I need you next me

I need someone to clap for me
I need your direction
Somebody say, come back
Come back, baby, come back
I want you to need me

Come back, come back, baby, come back
Come back, come back, baby, come back
Come back, come back, baby, come back

So, in my mind I'm tusslin'
Back and forth 'tween here and hustlin'
I don't wanna time travel no more
I wanna be here, I'm thinking

On this porch I'm rockin'
Back and forth like Lightning Hopkins
If anybody speak to Scotty
Tell him, beam me up

So can I get a window seat?
Don't want nobody next to me
I just want a ticket outta town
A look around and a safe touch down

Window seat
Don't want nobody next to me
I just want a chance to fly
A chance to cry and a long bye-bye

But I need you to miss me
Need somebody come get me
I need your attention
Need your energy, yes, I do

I need someone to clap for me
Need your affection
Somebody say, come back
Come back, baby, come back
I want you to need me

Come back, come back, baby, come back
Come back, come back, baby, come back
Come back, come back, baby, come back

But can I get a window seat?
Don't want nobody next to me
I just want a ticket outta town
A look around and a safe touch down

I just need a chance to fly
A chance to cry and a long bye-bye",0.0492699183523654,0.1548314541578292,0.1945647597312927,0.1076579466462135,0.0079215308651328,0.4194220006465912,0.0663323029875755,0,0,82.19,0.54,0.56
Erykah Badu,Bag Lady,"Bag lady you gone hurt your back
Dragging all them bags like that
I guess nobody ever told you
All you must hold on to
Is you, is you, is you

One day all them bags gone get in your way
One day all them bags gone get in your way
I said one day all them bags gone get in your way
One Day all them bags gone get in your way

So pack light
Pack light
Pack light
Ooh ooh

Bag lady you gone miss your bus
You can't hurry up
Cause you got too much stuff
When they see you comin
Niggas take off runnin
>From you it's true oh yes they do

One day he gone say you crowdin my space
One day he gone say you crowdin my space
I said one day he gone say you crowdin my space
One day he gone say you crowdin my space

So pack light
Pack light
Pack light
Ooh ooh

Girl I know sometimes it's hard
And we can't let go
Oh when someone hurts you oh so bad inside
You can't deny it you can't stop crying
So oh, oh, oh
If you start breathin
Then you won't believe it
You'll feel so much better
(So much better baby)

Bag lady
Let it go, let it go, let it go, let it go
Ooh, ooh
Girl you don't need it
I betcha love can make it better
Betcha love can make it better
Betcha love can make it better
(Need someone to love you right)
Betcha love can make it better
(I betcha love, betcha love)
Betcha love can make it better
Betcha love can make it better
Betcha love can make it better
Betcha love can make it better
(I betcha love, betcha love)
Betcha love can make it better
(I betcha love, I betcha love, oh)
Betcha love can make it better
Betcha love can make it better
(Oh...)
Betcha love can make it better...

Bag lady, hmm
Let it go, let it go, let it go, let it go
Girl you don't need that, hmm",0.2068842351436615,0.0516079440712928,0.2064867317676544,0.2546016275882721,0.0130985146388411,0.132549375295639,0.1347716003656387,5,0,151.18,0.42,0.58
Erykah Badu,Orange Moon,"I'm an Orange Moon
I'm an Orange Moon
Reflecting the light of the sun

Many nights he was alone
Many, many, many nights
His light was so bright that they turned away
And he stood alone
Every night and every day
Then he turned to me
He saw his reflection in me
And he smiled at me when he turned to me
Then he said to me

How good it is, how good it is
How good it is, how good it is

I'm an Orange Moon
I'm brighter than before
Brighter than ever before
I'm an Orange Moon and I shine so bright
Cause I reflect the light of my sun
I praise the day, he turned my way
And smiled at me
He gets to smile and I get to be orange, that I love to be

How good it is, how good it is
How good it is, how good it is
How good it is, how good it is
How good it is, how good it is

(Oh...)
Shine so bright
(Oh...)
He ruled the day, I ruled the night
(Oh...)
Shine, shine, shine
(Oh...)

How good it is, how good it is
How good it is, how good it is
How good it is, how good it is
How good he is, how god is
How good it is, how good it is
How good it is, how god is
How good it is, how good it is

I'm an orange moon
I'm brighter than before, brighter
Reflecting the light of the sun
Smile at me",0.8965056538581848,0.0394353605806827,0.0219065118581056,0.0063215256668627,0.0233783964067697,0.0038909390568733,0.0085615068674087,5,0,97.97,0.15,0.12
Flume,Never Be Like You,"What I would do to take away this fear of being loved
Allegiance to the pain
Now I'm fucked up and I'm missing ya
He'll never be like you
I would give anything to change this fickle-minded heart
That loves fake shiny things
Now I'm fucked up and I'm missing ya
He’ll never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
Cause I got it
He’ll never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
Cause I got it
He’ll never be like you

How do I make you wanna stay?
Hate sleeping on my own, missing the way you taste
Now I'm fucked up and I'm missing ya
He’ll never be like you
Stop looking at me with those eyes
Like I could disappear and you wouldn't care why
Now I'm fucked up and I'm missing ya
He’ll never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
Cause I got it (ooh)
He’ll never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
Cause I got it (ooh)
He’ll never be like you

I'm falling on my knees
Forgive me, I'm a fucking fool
I'm begging, darling, please
Absolve me of my sins, won't you?

Oooh
I'm falling on my knees
Forgive me, I'm a fucking fool
I'm begging, darling, please
Absolve me of my sins, won't you?

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
Cause I got it (ooh)
He’ll never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
Cause I got it (ooh)
He’ll never be like you

Baby, baby please believe me
C'mon take it easy
Please don't ever leave me (ooh)
He’ll never be like you",0.007643979974091,0.9406840205192566,0.0064270291477441,0.0013568137073889,0.0019849564414471,0.0392379239201545,0.0026653432287275,0,1,115.06,0.56,0.3
Flume,Never Be Like You,"What I would do to take away
This fear of being loved Allegiance to the pain
Now I'm fucked up and I'm missing ya
He'll never be like you

I would give anything to change
This fickle-minded heart
That loves fake shiny things
Now I'm fucked up and I'm missing ya
He'll never be like you

I'm only human, can't you see?
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
'Cause I got it
He'll never be like you

I'm only human, can't you see?
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
'Cause I got it
He'll never be like you

How do I make you wanna stay?
Hate sleeping on my own,
Missing the way you taste
Now I'm fucked up and I'm missing ya
He'll never be like you

Stop looking at me with those eyes
Like I could disappear
And you wouldn't care why
Now I'm fucked up and I'm missing ya
He'll never be like you

I'm only human, can't you see?
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
'Cause I got it
He'll never be like you

I'm only human, can't you see?
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
'Cause I got it
He'll never be like you

I'm falling on my knees
Forgive me, I'm a fucking fool
I'm begging, darling, please
Absolve me of my sins, won't you?

I'm falling on my knees
Forgive me, I'm a fucking fool
I'm begging, darling, please
Absolve me of my sins, won't you?

I'm only human, can't you see?
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
'Cause I got it
He'll never be like you

I'm only human, can't you see?
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
'Cause I got it
He'll never be like you

Baby, baby please believe me
C'mon take it easy
Please don't ever leave me
He'll never be like you",0.0065690451301634,0.9025020003318788,0.0083190826699137,0.0038230519276112,0.0021432375069707,0.074244737625122,0.002398746786639,0,1,115.06,0.56,0.3
Flume,Drop the Game,"(with Chet Faker)

I've been seeing all, I've been seeing your soul
Give me things that I've wanted to know
Tell me things that you've done
I've been feeling old, I've been feeling cold
You're the heat that I know
Listen, you are my sun

Oh oh oh oh oh

Hush, I said there's more to life than rush
Not gonna leave this place with us
Drop the game, it's not enough
Hush, I said there's more to life than rush
Not gonna leave this place with us
Drop the game, it's not enough

I've been seeing all, I've been seeing your soul
Give me things that I've wanted to know
Tell me things that you've done
I've been feeling old, I've been feeling cold
You're the heat that I know
Listen, you are my sun

Oh oh oh oh oh

I've been seeing all, I've been seeing your soul
Give me things that I've wanted to know
Tell me things that you've done
I've been feeling old, I've been feeling cold
You're the heat that I know
Listen, you are my sun

Oh oh oh oh oh

I've been seeing all, I've been seeing your soul
Give me things that I've wanted to know
Tell me things that you've done
I've been feeling old, I've been feeling cold
You're the heat that I know
Listen, you are my sun

Oh oh oh oh oh",0.5179173350334167,0.150551438331604,0.1307653039693832,0.0511547438800334,0.014268790371716,0.0656223222613334,0.0697199553251266,4,0,77.87,0.66,0.41
Flume,The Difference,"The difference in between
All the faces you read
When the grass ain't green
When you fix everything

I don't know about you but I got to get it out and I don't know how soon
But if we die, I want to bring the whole thing

Ooooooh

Who cares about a game
When it's all been replaced
Each level feels the same
It really goes either way

I don't know about you but I got to get it out and I don't know how soon
But if we die, I want to bring the whole thing

Ooooooh

Just another world that I gotta get a grip of and hold onto
Just another world that I gotta get a grip of and hold on
Just another world that I gotta get a grip of and hold onto
Just another world that I gotta get a grip of and hold onto",0.414203405380249,0.06909691542387,0.1037657409906387,0.2676992118358612,0.0137574458494782,0.0523270145058631,0.0791502892971038,1,1,159.96,0.87,0.42
