artist,song,lyrics,neutral,joy,sadness,anger,fear,disgust,surprise,key,mode,tempo,energy,valence
A Tribe Called Quest,Electric Relaxation,"Relax yourself girl, please set-tle down

[Verse 1: Q-Tip & Phife Dawg]

Honey, check it out, you got me mesmerized
With your black hair and your fat-ass thighs
Street poetry is my everyday
But yo, I gotta stop when you trot my way
If I was working at the club you would not pay
Aiyyo, my man Phife Diggy, he got something to say

I like 'em brown, yellow, Puerto Rican or Haitian
Name is Phife Dawg from the Zulu Nation
Told you in the jam that we can get down
Now let's knock the boots like the group H-Town
You got BBD all on your bedroom wall
But I'm above the rim and this is how I ball
A gritty little something on the New York street
This is how I represent over this here beat
Talking 'bout you

Yo, I took you out
But sex was on my mind for the whole damn route
My mind was in a frenzy and a horny state
But I couldn't drop dimes cause you couldn't relate

Relax yourself girl, please set-tle down

[Verse 2: Q-Tip & Phife Dawg]

Stretch out your legs, let me make you bawl
Drive you insane, drive you up the wall
Staring at your dome-piece, very strong
Stronger than pride, stronger than Teflon
Take you on the ave and you buy me links
Now I wanna pound the poontang until it stinks
You can be my mama and I'll be your boy

Original rude boy, never am I coy
You can be a shorty in my ill convoy
Not to come across as a thug or a hood
But hon, you got the goods, like Madelyne Woods
By the way, my name's Malik
The Five-Foot Freak
Let's say we get together by the end of the week
She simply said, ""No"", labelled me a ho
I said, ""How you figure?"" ""My friends told me so""
I hate when silly groupies wanna run they yap
Word to God, hon, I don't get down like that
I'll have you weak in the knees that you could hardly speak
Or we could do like Uncle L and swing an ep in my jeep
Keep it on the down, yo, we keep it discreet
See, I'm not the type of kid to have my biz in the streets

If my mom don't approve, then I'll just elope
Let me save the little man from inside the boat
Let me hit it from the back, girl I won't catch a hernia
Bust off on your couch, now you got Seaman's Furniture

Shaheed, Phife and the Extra P
Stacy Beadle, PJ and my man L.G
They know the Abstract is really soul on ice
The character is of men, never ever of mice
Shorty let me tell you about my only vice
It has to do with lots of loving and it ain't nothing nice

Relax yourself girl, please set-tle down

Keep bouncing",0.1598455160856247,0.021783366799354553,0.028403492644429207,0.49060070514678955,0.13222640752792358,0.12313422560691833,0.044006332755088806,11,1,98.24,0.53,0.84
A Tribe Called Quest,Check the Rhime,"Q: Back in the days on the boulevard of Linden,
we used to kick routines and presence was fittin'.
It was I the abstract
P: And me the five footer.
I kicks the mad style so step off the frankfurter.
Q: Yo, Phife, you remember that routine
that we used to make spiffy like mister clean?
P: Um um, a tidbit, um, a smidgen.
I don~t get the message so you gots to run the pigeon.
Q: You on point Phife?
P: All the time, tip.
Q: You on point Phife?
P: All the time, tip.
Q: You on point Phife?
P: All the time, tip.
Q: Well, then grab the microphone and let your words rip.
P: Now here's a funky introduction of how nice I am.
Tell your mother, tell your father, send a telegram.
I'm like an energizer 'cause, you see, I last long.
My crew is never ever wack because we stand strong.
Now if you say my style is wack that's where you're dead wrong.
I slayed that body in El Segundo then push it along.
You'd be a fool to reply that Phife is not the man
'cause you know and I know that you know who I am.
A special shot of peace goes out to all my pals, you see.
And a middle finger goes for all you punk MC's.
'Cause I love it when you wack MC's despise me.
They get vexed, I roll next, can~t none contest me.
I'm just a fly MC who's five foot three and very brave.
On job remaining, no I'm chaining cause I misbehave.
I come correct in full effect have all my hoes in check.
And before I get the butt the jim must be erect.
You see, my aura~s positive I don't promote no junk.
See, I'm far from a bully and I ain't a punk.
Extremity in rhythm, yeah that's what you heard.
So just clean out your ears and just check the word.

Q: Check the rhyme y'all.
Check the rhyme y'all.
Check the rhyme y'all.
Check the rhyme y'all.
Check the rhyme y'all.
Check the rhyme y'all.
Check it out.
Check it out.
Check the rhyme y'all.
Check the rhyme y'all.
Check the rhyme y'all.
Play tapes y'all.
Check the rhyme y'all.
Check the rhyme y'all.
Check it out.
Check it out.

P: Back in days on the boulevard of Linden,
we used to kick routines and the presence was fittin'
It was I the Phifer,
Q: And me, the abstract.
The rhymes were so rumpin' that the brothers rode the 'zack.
P: Yo, tip you recall when we used to rock
Those fly routines on your cousin~s block.
Q: Um, let me see, damn I can't remember.
I receive the message and you will play the sender.
P: You on point Tip?
Q: All the time Phife.
P: You on point Tip?
Q: Yeah, all the time Phife.
P: You on point Tip?
Q: Yo, all the time Phife.
P: So play the resurrector and give the dead some life.
Q: Okay, if knowledge is the key then just show me the lock.
Got the scrawny legs but I move just like Luke Brock,
With speed. I'm agile plus I'm worth your while.
One hundred percent intelligent black child.
My optic presentation sizzles the retina.
How far must I go to gain respect? Um.
Well, it's kind of simple, just remain your own
Or you'll be crazy sad and alone.
Industry rule number four thousand and eighty,
record company people are shady.
So kids watch your back 'cause I think they smoke crack,
I don't doubt it. Look at how they act.
Off to better things like a hip-hop forum.
Pass me the rock and I'll storm with the crew and ...
Proper. What you say Hammer? Proper.
Rap is not pop, if you call it that then stop.

NC, y'all check the rhyme y'all.
SC, y'all check it out y'all.
Virginia, check the rhyme y'all.
Check it out. Out.
In London, check the rhyme, y'all.",0.5796130299568176,0.012445329688489437,0.011867918074131012,0.13485953211784363,0.018886029720306396,0.20524479448795319,0.03708333894610405,11,0,96.43,0.36,0.8
A Tribe Called Quest,Jazz,"[Chorus]
We got the jazz
We got the jazz
We got the jazz
We got the jazz

Stern firm and young with a laid-back tongue
The aim is to succeed and achieve at 21
Just like Ringling Brothers, I'll daze and astound
Captivate the mass, cause the prose is profound

Do it for the strong, we do it for the meek
Boom it in your boom it in your boom it in your Jeep
Or your Honda or your Beemer or your Legend or your Benz
The rave of the town to your foes and your friends

So push it, along, trails, we blaze
Don't deserve the gong, don't deserve the praise
The tranquility will make ya unball your fist
For we put hip-hop on a brand new twist

A brand new twist with the homie-alistic
So low-key that ya probably missed it
And yet it's so loud that it stands in the crowd
When the guy takes the beat, they bowed

So raise up squire, address your attire
We have no time to wallow in the mire
If you're on a foreign path, then let me do the lead
Join in the essence of the cool-out breed

Then cool out to the music cause it makes ya feel serene
Like the birds and the bees and all those groovy things
Like getting stomach aches when ya gotta go to work
Or staring into space when you're feeling berserk

I don't really mind if it's over your head
Cause the job of resurrectors is to wake up the dead
So pay attention, it's not hard to decipher
And after the horns, you can check out the Phifer

[Chorus]

Competition, them Phifer come sideway
But competition, they mus' me come straightway
Competition, them Phifer come sideway
But competition, they mus' come straightway

Hows about that, it seems like it's my turn again
All through the years my mike has been my best friend
I know some brothers wonder, can Phifer really kick it?
Some even wanna dis me, but why sweat it?

I'm all into my music cause it's how I make papes
Tryin' to make hits, like Kid Capri makes tapes
Me sweat another? I do my own thing
Strictly hardcore tracks, not a new jack swing

I grew up as a Christian so to Jah I give thanks
Collect my banks, listen to Shabba Ranks
I sing, and chat, I do all of that
It's 1991 and I refuse to come wack

I take off my hat to other crews that intend to rock
But the Low End Theory's here, it's time to wreck shop
I got Tip and Shah, so whom shall I fear
Stop look and listen, but please don't stare

So jet to the store, and buy the LP
On Jive/RCA, cassettes and CD's
Produced and arranged by the four-man crew
And oh shit, Skiff Anselm, he gets props too

Make sure you have a system with some phat house speakers
So the new shit can rock, from Mars to Massapequa
Cause where I come from quality is job one
And everybody up on Linden know we get the job done

So peace to that crew, and peace to this crew
Bring on the tour, we'll see you at a theater nearest you

[Chorus]

Hey yo but wait, back it up, hup, easy back it up
Please let the Abstract embellish on the cut

Back and forth just like a Cameo song
If you dig this joint then please come dance along
To the music cause it's done just for the rhyme
Now I gotta scat and get mine, underline

The jazz, the what? The jazz can move that ass
Cause the Tribe originates that feelin' of pizzazz
It's the universal sound, best to brothers underground
In the one-six below, ya didn't have to go

Some say that I'm a sinner cause I once had an orgy
And sometimes for breakfast I eat grits and porgies
If this is a stinker, then call me a stink, I ask
""What? What? What?"" now check it out

All my peoples in Queens ya don't stop
Now all my peoples in Brooklyn ya don't stop
And all my peoples uptown ya don't stop
That includes the Bronx a' Harlem ya don't stop

Now to that girl Ramelle ya don't stop
I say because Ladies First ya don't stop
And to the JB's, ya don't stop
And De La Soul, ya don't stop

To my Brand Nubians ya don't stop
And to my Leaders of the New ya don't stop
To my man Large Professor ya don't stop
Pete Rock for the beat ya don't stop

Everybody in the place ya don't stop
Ya keep it on, to the rhythm, ya don't stop
And last but not least on the sure shot
It's the Zulu nation
---
""Jazz"" as written by Kamaal Ibn John Fareed, Malik Izaak Taylor, Ali Shaheed Jones-muhammad
Lyrics © Universal Music Publishing Group, EMI Music Publishing
Lyrics powerd by LyricFind",0.648601233959198,0.21981963515281677,0.043819621205329895,0.02294830046594143,0.02952810376882553,0.01299354899674654,0.022289499640464783,11,1,92.46,0.48,0.72
A Tribe Called Quest,Buggin' Out,"[Phife Dawg]
Yo, microphone check one two what is this
The five foot assassin with the ruffneck business
I float like gravity, never had a cavity
Got more rhymes than the Winans got family
No need to sweat Arsenio to gain some type of fame
No shame in my game cause I'll always be the same
Styles upon styles upon styles is what I have
You wanna diss the Phifer but you still don't know the half
I sport New Balance sneakers to avoid a narrow path
Messin round with this you catch ?the sizin of em?
I never half step cause I'm not a half stepper
Drink a lot of soda so they call me Dr. Pepper
Refuse to com-pete with BS competition
Your name ain't Special Ed so won't you Seckle With the Mission
I never walk the streets, think it's all about me
Even though deep in my heart, it really could be
I just try my best to like go all out
Some might even say yo shorty black you're buggin' out

[Q-Tip]
Uhhh, uhhh, uhhh, uh!
Zulu Nation, brothers that's creation
Minds get flooded, ejaculation
right on the two inch tape
The Abstract poet incognito, runsss the cape
Not the best not the worst and occasionally I curse to get my
point across, so bust, the floss
As I go in betweeen, the grit and the dirt
Listen to the mission listen Miss as I do work, umm
as I crack the, monotone
Children of the jazz so, get your own
Smokin R&B cause they try to do me
or the best of the pack but they can't do rap
For it's Abstract, orig-inal
You can't get your own and that's, pitiful
I know I'd be the man if I cold yanked the plug
on R&B, but I can't and that's bugged

Buggin out, buggin out, buggin out you're buggin out (repeat 8X)

[Phife Dawg]
Yo when you bug out, you usually have a reason for the action
Sometimes you don't it's just for mere satisfaction
People be houndin, always surroundin
Pulsin, just like a migraine poundin
You don't really fret, you stay in your sense
?Comafied? your feeling, of absolute tense
You soar off to another world, deep in your mind
But people seem to take that, as being unkind
""Oh yo he's acting stank,"" really on a regal?
A man of the fame not a man of the people
Believe that if you wanna but I tell you this much
Riding on the train with no dough, sucks
Once again a case of your feet in my Nike's
If a crowd is in my realm I'm saying -- mic please
Hip-hop is living, can't yank the plug
if you do the result, will end up kind of bugged

[Q-Tip]
Yo, I am not an invalid although I used to smoke the weed out
Ali Shaheed Muhammad used to say I had to be out
Schemin on the cookies with the crazy boomin back buns
Pushin on the real ?hardest? so we can have the big fun
When I left for Rosie I was Boulevard status
Battling a MC was when Tip was at his baddest
It was one MC after one MC
What the world could they be wanting see from little old me
Do I have the formula to save the world?
Or was it just because I used to swipe the women and all the girls
I'm the type of brother with the crazy extended hand kid
Dissed by all my brothers I was all up what my man did
Supposed to be my man but now I wonder cause you're feeble
I go out with the strongest and I seperate the evils
it's your brain against my mind, for those about to boot out
All you nasty critters even though you see I bug out

Buggin out, buggin out, buggin out you're buggin out (repeat 8X)",0.433401882648468,0.024207381531596184,0.37750402092933655,0.023902663961052895,0.02948126196861267,0.05735566467046738,0.0541471503674984,10,0,96.15,0.42,0.58
A Tribe Called Quest,Excursions,"Back in the days when I was a teenager
Before I had status and before I had a pager
You could find the Abstract listening to hip hop
My pops used to say, it reminded him of Bebop
I said, well daddy don't you know that things go in cycles
Way that Bobby Brown is just amping like Michael
Its all expected, things are for the looking
If you got the money, Quest is for the booking
Come on everybody, let's get with the fly mode
Still got room on the truckload of black boom
Listen to the rhymes, then get a mental picture
Of this black man, and black woman fixture
Why do I say that, cos I gotta speak the truth, man
Doing what we feel for the music is the proof and
Planted on the ground, the act is so together
Bona fide strong, you need leverage to sever
The unit, yes the unit, yes the unit called the jazz is
Delivering each year an LP filled with street goods
You can find it on your rack in your record store
If you get the record, say your thoughts are adored
And appreciated, cos we're ever so glad we made it
We work hard, so we gotta thank God
Dishing out the plastic, do the dance till you're spastic
If you dis... it gets drastic
Listen to the rhyme, cos it's time to make gravy
If it moves your booty, then shake, shake it baby
All the way to Africa aka The Motherland
Stick out the left, then I'll ask for the other hand
That's the right hand, Black Man
Only if you are noted as my man
If I get the credit, then I think I deserve it
If you fake moves, don't fix your mouth to word it
Get in the zone of positivity, not negativity
Cos we gotta strive for longevity
If you botch up, what's in that [ass]
A pair of Nikes size ten-and-a-half

We gotta make moves
Never, ever, ever could we fake moves (Come on, come on)
We gotta make moves
Never, ever, ever could we fake moves (Come on, come on)
We gotta make moves
Never, ever, ever could we fake moves (Come on, come on)
We gotta make moves
Never, ever, ever could we fake moves (Come on, come on)

Time, time is a ship on a merciless sea
Drifting toward an average of nothingness
Until it can be retarded for its own destiny
Time is an inanimate object
Praying and praying and praying with no justification for relief
Time is dancing, boogalooing away all memories of past..

We gotta be a winner all the time
Can't fall prey to a hip hop crime
With the dope raps and dope tracks we move blocks
From the fly girlies to the hardest of the rocks
Musically the Quest, is on the rise
We on these excursions so you must realize
That continually, I pop my Zulu [shit]
If you don't like it, get off the Zulu tip
So what can you do in the times which exist
You can't fake moves on your brother or your sis
But if your sis is a [bitch], brother is a jerk
Leave 'em both alone and continue with your work
Whatever it may be in today's society
Everything is fair, least that's how it seems to me
You must be honest and true to the next
Don't be phony and expect one not to flex
Especially if you rhyme, you have to live by the pen
Your man is your man, then treat him like your friend
All it is, is the code of the streets
So listen to the knowledge being dropped over beats
Beats that are hard, beats that are funky
They could get you hooked like a crackhead junkie
What you gotta do is know the Tribe is in the sphere
The Abstract Poet, prominent like Shakespeare
(Or Edgar Allan Poe or Langston Hughes)

We gotta make moves
Never, ever, ever could we fake moves (Come on, come on)
We gotta make moves
Never, ever, ever could we fake moves (Come on, come on)
We gotta make moves
Never, ever, ever could we fake moves (Come on, come on)
We gotta make moves
Never, ever, ever could we fake moves (Come on, come on)

Time is running out on black power advocates in the day
And white thigh supporters at night
Every time you see them they're chasing some white woman
With their tongue hanging out
Time is running and passing, passing and running
Running and passing, passing and running...",0.7982584834098816,0.015161029994487762,0.013335403986275196,0.07777291536331177,0.04801177233457565,0.025438601151108742,0.02202174998819828,11,1,95.75,0.61,0.71
A Tribe Called Quest,Award Tour,"We on Award Tour with Muhammad my man
Going each and every place with the mic in their hand
New York, NJ, NC, VA
We on Award Tour with Muhammad my man
Going each and every place with the mic in their hand
Oaktown, LA, San Fran, St. John

People give your ears so I be sublime
It's enjoyable to know you and your concubines
Niggas, take off your coats, ladies act like gems
Sit down, Indian style, as we recite these hymns
See, lyrically I'm Mario Andretti on the MoMo
Ludicrously speedy, or infectious with the slow-mo
Heard me in the eighties, J.B.'s on ""The Promo""
In my never-ending quest to get the paper on the caper
But now, let me take it to the Queens side
I'm taking it to Brooklyn side
All the residential Questers who invade the air
Hold up a second son, cause we almost there
You can be a black man and lose all your soul
You can be white and groove but don't crap the role
See my shit is universal if you got knowledge of dolo
Or delf or self, see there's no one else
Who can drop it on the angle, acute at that
So, do that, do that, do do that that that (come on)
Do that, do that, do do that that that (OK)
Do that, do that, do do that that that
I'm bugging out but let me get back cause I'm wetting niggas
So run and tell the others cause we are the brothers
I learned how to build mics in my workshop class
So give me this award, and let's not make it the last

We on Award Tour with Muhammad my man
Going each and every place with the mic in their hand
New York, NJ, NC, VA
We on Award Tour with Muhammad my man
Going each and every place with the mic in their hand
Oaktown, LA, San Fran, St. John

Back in '89 I simply slid in the place
Buddy, buddy, buddy all up in your face
A lot of kids was busting rhymes but they had no taste
Some said Quest was wack, but now is that the case?
I have a quest to have a mic in my hand
Without that, it's like Kryptonite and Superman
So Shaheed come in with the sugar cuts
Phife Dawg's my name, but on stage, call me Dynomutt
When was the last time you heard the Phife sloppy
Lyrics anonymous, you'll never hear me copy
Top notch baby, never coming less
Sky's the limit, you gots to believe up in Quest
Sit back, relax, get up out the path
If not that, here's a dancefloor, come move that ass
Non-believers, you can check the stats
I roll with Shaheed and the brother Abstract
Niggas know the time when Quest is in the jam
I never let a statue tell me how nice I am
Coming with more hits than the Braves and the Yankees
Living mad phat like an oversized mampi
The wackest crews try to diss, it makes me laugh
When my track record's longer than a DC-20 aircraft
So, next time that you think you want somethin here
Make something def or take that garbage to St. Elsewhere

We on Award Tour with Muhammad my man
Going each and every place with the mic in their hand
New York, NJ, NC, VA
We on Award Tour with Muhammad my man
Going each and every place with the mic in their hand
Oaktown, LA, San Fran, St. John

Seven times out of ten we listen to our music at night, thus spawned the title of this program
The word maraud means to loot
In this case, we maraud for ears",0.45501580834388733,0.41956138610839844,0.013396667316555977,0.021612033247947693,0.011552994139492512,0.03901434317231178,0.039846714586019516,7,1,97.34,0.6,0.56
A Tribe Called Quest,Butter,"1988 Senior Year, Garvey High
Where all the guys were corny but the girls were mad fly
Lounging with the Tipster, cooling with Sha
Scoping out the honeys - they know who they are
I was the b-ball playing, fly rhyme saying
Fly girl getting but never was I sweating
Cause when it came to honeys I would go on a stroll
Until I met my match - her name was Flo
Yeah, I messed around with the one called Flo
All the troopers round the way used to call her a ho
But deep down in my heart I knew that Flo was good to go
Cause I thought it was me like Bell Biv Devoe
But little did I know that she was playing with my mind
The only thing I learned is good girls are hard to find
I feel like Heavy D I need somebody for me
Not someone whose mind is blank and trying to juice me for my banks
Swinging with my main man Lucky behind my back
What type of crap is that - yo, how's about a smack?
Word life, I can't front, thought I was all that
But now it seems, I've met my match
I was a stone cold lover, you couldn't tell me jack
Settling down with one girl, wasn't trying to hear that
I had Tonya, Tamika, Sharon, Karen, Tina, Stacy, Julie, Tracy
Used to love 'em, leave 'em, skeeze 'em, tease 'em
Find 'em, lose 'em - also abuse 'em
My whole attitude was new day, next hon
And believe it or not, they all got done
Well here comes Flo, with the crazy whip appeal
And I'm all true man, like Alexander O'Neal
Is this really love, then again how would I know
After all this time trying to be a Super Ho
She finally played me, but yo I'd find another
Cause I got the crazy game and yo, I'm smooth like butter

It's like butter, it's like butter baby
(x6)
Not no Parkay, not no margarine
Strictly butter, strictly butter, baby

I remember when girls were goodie two shoes but now they turning freaks
All of a sudden (""We love you Phife"")
Ease off ho, my name's Malik
Phife this, Phife that, where you going, where you at
These girls don't know me from jack, yet I feel like the Mack
You didn't want me then, so yo hon, don't want me now
Here, Here - take the towel, wipe off your brow
And take the contact out your eye, you're far from looking fly
You get an E for effort, and T for nice try
Now tell me what's the reason, for dying your hair
Slum village gold still dangling in your ear
You barely have a neck but still sporting a rope
Four-finger ring just so Phife can scope
You looked in the mirror, didn't know what to do
Yesterday your eyes were brown but today they are blue
Your whole appearance is a lie and it could never be true
And if you really liked yourself then you would try and be you
If your hair and eyes were real, I wouldn't have dissed ya
But since it was bought, I had to dismiss ya
But if you can't achieve it, then why not try and weave it
If you can't extend it then you might as well suspend it
If you can't braid it, best thing to do is fade it
I asked who did your hair and you tell me Diane made it
If you were you and just you, talk to you, maybe
But I can't stand, no bionic lady
Trying hard to look fly, but yo, you're looking dumber
If I wanted someone like you I would've swung with Jaime Sommers
You wanna be treated right, see Father MC
Or check Ralph Tresvant, for sensitivity
Cause I am not the one, I got more game than Parker Brothers
Phife Dog is on the mic and I'm smooth like butter",0.11795651912689209,0.014660305343568325,0.009529512375593185,0.10389534384012222,0.03190184757113457,0.017104029655456543,0.7049524188041687,7,1,92.05,0.38,0.47
Freddie Gibbs,Something to Rap About,"Bitch
Nigga
Nigga bitch
Oogie-boogie nigga
Sniff it up
Fuck nigga came to my section on Sunday, didn't even bring shit or bottles, just ate, drank and dipped, fuck nigga
Ayy, ayo

Scammin' niggas maxin' out, ratchet bitches actin' out
God made me sell crack, so I had somethin' to rap about
Lobster lollipops and crustaceans, ho what you mad about?
I fucked you twice in Vegas, that pussy wasn't shit to brag about
And I can't draw for shit, but I knocked a bitch that I paid to sit
Magnums and some sweet Airmatics, yeah, bitch I came equipped
I'm don't do no sucker shit, no ho mistletoe and Christmas exchanging gifts
She don't like it, bitch can punch out, niggas be changin' shifts, yeah
You niggas bringin' out the old me (Old me)
I'm tryna live to 93 and see the old me
When I touched that crack, I let them crackers take control of me
Serve the piece, caprice, ain't got no heat, man, it was cold G
Record labels downed me forty thousand on my first advance
Fucked up on my taxes, IRS kept me on payment plans
Crime fuckin' pays, but once you paid, you gotta pay the man
Straight survival, right hand on the Bible, I won't take the stand, yeah
VL niggas trap it out
Lord let me hit this ho, so I have something to rap about
Been through shit with hoes that I look back and I can laugh about
This shit wasn't no joke, sittin' in that cage, this shit was draggin' out
Diego trippin' cause I'm sittin', ain't no package out
You robbed the plug, kicked in the door and cleaned the mattress out
Right back in the trap, these niggas bringin' out the old me
I'm tryna live to ninety-three to see the old me

Ayo
Nail is in the coffin, Freddie sent me this shit
This sound like the boat I haven't bought yet
This sound like the moment I jump off it
Sun shinin', cold water, feelin' in my pocket
This lake water better than the faucet I grew up with
We hold our breath like grudges 'til we nauseous
We hop out, let the sun dry us, like raisins
We get dressed in some Gucci or Lacoste, shit it's amazing
We look like Polo ads but skin is dark and-
I gotta move cautious, 'cause niggas malicious, they come from the trenches
I used to be a Goblin under them bridges, now I'm a businessman
I started gettin' mula as young and now I got bigger hands
To hold them, if I got too much on me, I know my niggas can
I keep my circle tight like tops, nothin' corn, no crops
You messy and get cleaned up with the mop
I went to school and I ain't miss it a lot
So I can be around niggas like you and learn how to keep my distance
I, cut some niggas off on some hater shit niggas said to me
R.I.P. T's 'cause these motherfuckers is dead to me
Nail is in the coffin murder, murder
I'm sick of y'all niggas and I ain't coughin', I know me
Y'all often anxious, lost in y'all thoughts and I don't relate
So keep that energy away from me
Don't blame me, 'cause you ain't got it figured out
You ain't got the bigger house, the jig is up
You jealous dawg, my afro long, I'll pick it out
Like cotton on some basic, shit is off
We ain't adjacent
I'm grounded like the pavement, we ain't linkin' like the bracelet broke
Better get your wrist that hold, on that thought, you gettin' gold
The fuck away, 'cause niggas'll get they faces broke
I just got a thumbs up and niggas go like ""Good job""
You better find a shoe store and get your sole
Get it quick and slip it on
And I'll be in Mykonos, lemonade, sippin' slow
Jumpin' in the water off that boat I haven't bought yet (Bitch)

One take
Let me hear that
I meant to say Mykonos (haha)
I think a thing is dying from alcohol but I'm afraid
But if you write dope shit, it doesn't do any good what you die
It is to teach these parents to be civilized people, becau-",0.038288217037916183,0.01308755949139595,0.029306989163160324,0.6055351495742798,0.03075033240020275,0.2674139440059662,0.015617737546563148,5,1,56.05,0.52,0.41
Freddie Gibbs,1985,"My brother said, ""Don't say that""
I said, ""Fuck that, I'm gon' get a whoopin' anyway!
It don't make no goddamn difference.""
Fuck that, I'm not goin' to find shit
What your mom say? ""Take the garbage out, what the fuck?""
(Yeah) Yeah, don't lose the beat motherfucker
Take the garbage out
Yeah-yeah, I just upped the flows to the God level, nigga, what
Yeah
Yeah-yeah
Finna up the flows to the God level, nigga, what
Yeah, check-check
Yeah, mic check-check
Yeah, nigga, check-check
Yeah, bitch, check-check
Yeah, yeah

Quarter thang to a whole thang, whole gang workin' (Yeah)
Hit a bitch with that extended clip or that revolver
Shit'll serve the same purpose (Bang, bang)
Geekers beamin' up to Scotty in my crack lobby
I can smell the 'caine burnin'
Michael Jordan, 1985, bitch, I travel with a cocaine circus
Put them F'in Xs on your clowned ass
Catch a nigga up and leave him down bad
I go get a pack and take a nigga town
And fuck his bitches with my out-of-town ass
Bomb on niggas like Nagasaki
Rocket next to my pocket, hot like hibachi
Drop the check on the bitch
Man, these niggas be lookin' like baby mommas in these Maseratis
Bitch, I fuck up your face with a razor
How I make sure your motherfuckin' family can't view your body
Nigga thuggin' and shit, put my blood in this shit
Prick my finger, Alfredo, Illuminati (Illuminati)
Joe Pesci, push your product
You niggas is sweeter than Joe Exotic
On the run like Assata, so fuck the police
As a nigga be chillin' in the hotbox (Hoppin' out the box)
Police caught him with a whole thang
Now they snitchin' man, whole gang workin'
Gangland, made a lane in it
Dip my name in it, it's some gang murder
All my reps in the crack files, bitch, I got 'em up out the vault
I'm the reason your mama be smokin' that Brillo and be rippin' them contenders off (Them contenders off)
Geekers beamin' up to Scotty in my crack lobby
I can smell the 'caine burnin'
Gangland, if you put a hit on Freddie 'caine it'll be a gang murder
1985, Michael Jordan, bitch, I travel with a cocaine circus
Flow God level, like when HOV speak
I make a song weep, I got the game hurt

Bitch, yeah-yeah
Flow God level, like when HOV speak
I make a song weep, I got the game hurt
Yeah, yeah-yeah
Yeah, check-check
Check-check
Mic check-check
Check-check
Niggas need a check-check, yeah
We got everybody in the house, tonight
I'll wait for my DJ to get ready
Nah",0.01949153281748295,0.004358890000730753,0.009358629584312439,0.7717296481132507,0.04188942536711693,0.14564256370067596,0.007529242429882288,0,0,130.4,0.6,0.36
Freddie Gibbs,Crime Pays,"Yeah, yeah, crime pays
Crime pays, yeah, yeah
Yeah

Crime pays, nigga, crime pays
Choppin' up the change wit' cocaine in my microwave
Made it through my home wit' my lights out I seen brighter day
Watch this shit get me high, boy, you live and you die by this game
Homeboy just caught HIV, he lived and he died by his hoe
Have we ever hit the same bitch before? Ain't nobody know
Have we ever hit the same bitch before? Wasn't nobody business
Niggas be fucking these hoes and say, ""Fuck insurances and doctor visits""

Fly like the wind, it's time to begin your life
(Say, ""Fuck insurance and doctor visits"")
You got control to stop again and do it right
Look to the sky and you will feel how to live a life that's real
To the perfect harmony, when the spirit is free
(Yeah, yeah)

Crime pays, nigga, crime pays
Choppin' up this change with cocaine in my microwave
Diamonds in my chain, yeah, I slang but I'm still a slave
Twisted in the system, just a number listed on the page
Made it through my whole month with my lights out, I seen brighter days
Watch this shit get knee high, boy, you live and you die by this game
Bitch, don't touch my body
'Cause I put your body all off in a body sling
You ain't gon' hurt nobody
Go body for body but we the body gang
The ho that you brought out to Cali
Boy she only fuckin' with you 'cause you fuckin' with Kane
Thought she was boostin' her credit
With niggas like you that just ain't got enough on their name
Thought I would front you another one
Niggas like you that just ain't got enough on the books
Talkin' that shit in the booth but when niggas come shoot at you
You couldn't do nothin' but look
My niggas done bust a four nickel on your nigga
Bust him, now he on a shit bag
His homie done borrowed a car and he got it shot up
Now I know that his bitch mad
He steadily called up my phone and you huffin' and puffin'
'Cause they at your bitch, duckin'
And Roccett done went and bought Jeezy a pair of new shoes
That nigga was dick-suckin', yeah

(Dick suckin'-ass nigga)
Fly like the wind, it's time to begin your life
(That nigga was dick suckin')
You've got control to start again and do it right
Look to the sky and you will feel how to live a life that's real
Truth and perfect harmony, when the spirit is free

Crime pays, nigga, crime pays
Yeah, crime pays, nigga, crime pays
Crime pays, nigga, crime pays",0.03707114979624748,0.005463877227157354,0.015268432907760143,0.7936092615127563,0.022502753883600235,0.1151062622666359,0.010978284291923046,6,1,146.94,0.7,0.78
